9.07689 7.89464 
6.2555 9.83981 
2.63545 9.40556 
0.848941 2.21276 
8.83586 1.79279 
8.91208 1.88622 
9.96307 4.39342 
7.5967 9.27284 
2.31366 9.21706 
4.72594 0.00751667 
8.82972 8.21453 
8.28765 1.23285 
9.49665 2.81364 
7.77248 9.16093 
0.0799615 5.89063 
7.67963 0.778678 
5.96841 0.0946775 
3.7514 9.84159 
9.60968 3.06328 
1.85251 1.11499 
4.92591 9.99945 
0.461584 7.09828 
8.62415 1.55536 
0.012722 5.35645 
3.9734 0.106526 
4.58801 9.983 
0.607572 7.38884 
0.00344975 5.1857 
2.77201 9.47616 
0.0717886 4.15577 
0.903778 7.86722 
6.22731 9.84703 
