10.3996 16.56 2.57262
5.92195 14.2235 2.45016
13.1446 21.6938 2.82358
27.9407 24.41 0.126105
9.68827 16.5634 2.07953
20.1756 27.3393 0.822547
19.7548 25.2003 0.572116
14.06 16.4619 0.539315
29.1546 14.8347 2.27329
14.0781 17.5532 0.827752
19.2417 10.8342 0.0637447
9.4585 10.3922 0.136868
16.5752 6.11151 0.0514573
23.7681 11.7081 2.45591
16.0963 8.09364 2.37961
15.7996 25.5519 0.469825
14.4154 22.1331 1.61634
29.3676 10.9107 2.89661
7.07897 29.7131 0.701961
6.59022 4.22017 1.59144
29.8814 23.8577 0.272153
6.11397 0.648373 1.01523
9.5099 24.1462 1.88975
29.3654 1.15066 1.23209
22.9622 29.0405 2.07598
21.3309 7.07721 3.02202
9.05654 18.3097 2.91243
26.4522 1.80362 0.16246
23.1828 7.15875 1.4177
0.242207 5.82116 0.845552
15.6518 15.5481 0.591014
16.727 12.5649 2.48822
23.4911 17.431 0.99228
0.668788 15.9946 0.875839
24.4503 15.9553 1.44355
23.02 25.4072 1.13639
6.51658 1.31257 1.69731
20.8311 4.53538 0.819298
12.74 12.5514 1.33411
17.1721 24.6734 1.10106
19.2598 20.2506 2.67175
21.6528 1.25206 0.476602
14.7453 21.9117 0.988871
22.2625 29.8607 1.69522
25.9945 21.1025 1.90742
13.1441 29.8601 0.724329
12.1176 15.2954 0.650653
23.9522 27.5513 0.218431
13.8009 25.4893 1.90607
8.85858 16.0269 0.145598
18.0006 23.7926 2.53388
9.65565 22.2427 1.40983
12.7392 2.04478 1.02221
20.4626 1.04843 1.84512
2.84518 25.2513 1.84728
24.4903 11.245 2.04006
24.3263 20.1792 2.5197
10.7247 24.9359 0.838314
18.1432 22.5431 1.18302
20.4625 6.68895 2.07044
22.8847 5.31199 1.91984
14.497 0.761424 1.11737
14.04 11.9644 0.591102
13.6267 8.86244 0.793437
8.71507 14.8094 2.56667
27.4922 23.1615 0.571054
4.01247 21.1478 0.369351
11.1907 2.59446 2.00701
28.2136 23.9182 2.26303
8.00362 17.6711 1.6086
16.6707 0.789981 0.536121
4.59564 22.4489 2.61909
11.3689 16.2204 0.556873
10.5184 18.4893 0.476499
25.0294 20.8209 2.16929
8.04341 25.4778 2.48375
2.96255 4.49035 2.86447
17.958 4.48544 2.04321
17.6264 25.4629 0.415615
17.0144 11.8053 2.28403
10.7434 27.8445 1.44453
3.76401 25.5512 0.449729
5.5385 23.1386 2.28515
4.95481 5.14489 2.60676
26.4081 28.814 0.129068
11.1276 2.27852 1.31004
23.12 25.6131 1.82184
15.1301 6.463 0.863656
17.0034 10.0825 0.233933
6.43795 4.58969 0.92781
8.17228 19.4046 0.160808
19.9552 25.5369 2.62263
23.0516 2.32833 0.99955
11.7616 12.2243 2.88396
25.8473 13.7304 0.992143
12.9118 5.46257 1.1183
22.0243 20.6595 1.2323
28.3416 9.46734 1.36126
28.0149 19.4998 1.87868
14.1376 24.767 0.228303
12.5558 12.86 0.516087
23.3595 15.4211 1.56009
0.811915 28.6039 3.13945
5.289 8.393 2.03973
15.8509 4.97688 0.184737
16.389 11.4175 2.14479
13.8899 1.54586 2.4711
2.39994 22.3475 1.27849
20.0407 2.12424 1.83722
23.1018 10.4609 2.82026
8.34036 22.9051 1.36547
6.92603 24.3318 1.25617
23.7513 9.77897 1.4633
2.08772 26.1886 2.95743
10.7747 0.921536 0.764842
29.4141 23.4803 2.36725
13.9303 14.8823 2.55653
18.523 16.7336 2.90576
29.548 11.3529 2.17605
1.39049 2.88421 1.00094
6.14081 29.8791 1.08999
15.4471 2.75936 3.13872
8.14464 22.5016 0.924616
27.9262 7.52841 1.93371
13.246 6.13556 0.288157
1.37587 19.1766 0.559127
19.382 22.7942 0.301349
4.40933 23.4537 0.170893
9.92648 27.2397 0.712901
0.843114 21.7056 1.79792
12.9758 3.44626 1.32972
19.5192 9.40858 0.839647
9.07864 25.348 1.22422
13.3857 17.2648 1.31952
5.35464 24.5521 0.846808
15.1243 25.1848 1.28465
4.21285 24.3772 0.205131
24.7973 20.5762 1.35716
13.1846 25.4495 0.027592
10.3709 18.6408 1.90765
15.9238 28.4278 2.02825
12.7107 27.5035 1.57251
16.1923 10.5392 0.0266331
18.8468 0.702549 0.47903
5.83233 29.8637 2.61795
4.44103 2.28901 0.487293
7.46088 15.0635 0.238875
26.3187 1.16107 0.313592
7.65015 13.0621 1.9812
18.4228 4.527 1.78435
13.8671 15.9035 1.61765
3.77717 1.83151 2.83384
20.8061 22.6223 3.1126
28.6167 10.5829 2.54672
20.7495 28.5474 1.7005
2.69491 23.7514 1.73606
10.0763 20.9866 3.00008
23.1944 11.1187 1.81461
14.8382 20.3661 2.27915
2.49358 4.91075 0.290752
16.6117 13.7655 2.67943
11.1261 13.9674 0.398658
21.0629 23.6444 1.46688
24.9218 10.0591 2.39742
27.4636 1.88567 2.84444
1.62123 22.0598 2.45782
11.8192 19.9339 2.7734
16.7309 17.1304 1.69129
17.0279 9.8982 2.18864
27.5727 16.3857 1.04149
22.8558 24.7776 0.663634
15.7606 0.678006 0.807939
23.6902 27.8575 2.53171
3.23401 0.677758 0.0959613
6.00246 22.3113 0.911415
21.0583 23.4983 1.70216
16.3475 0.112644 0.323468
13.549 28.9616 3.07944
24.8731 20.3554 0.104274
24.3844 7.63024 1.58382
0.452381 24.7397 1.29999
